airport_group,timestamp,target_sched,flights_cnt,avg_duration,max_duration,passenger_share,cargo_share,charter_share,airline,dow,holiday,month,hournum,weekend,date,daily_flights_cnt,flights_cnt_prev,flights_cnt_next
C,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,4,0,0
E,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,17,2,0
B,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,20,3,1
D,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,8,0,0
G,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,10,0,4
F,2025-10-04 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-04,0,0,0
A,2025-10-04 14:00:00,1,4,45.0,65.0,1.0,0.0,0.0,,5,False,10,14,1,2025-10-04,30,1,2
A,2025-10-04 15:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-04,30,4,0
C,2025-10-04 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-04,4,0,0
E,2025-10-04 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-04,17,0,2
G,2025-10-04 15:00:00,1,4,30.0,45.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-04,10,0,2
F,2025-10-04 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-04,0,0,0
D,2025-10-04 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-04,8,0,0
B,2025-10-04 15:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-04,20,0,0
F,2025-10-04 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-04,0,0,0
D,2025-10-04 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-04,8,0,0
G,2025-10-04 16:00:00,1,2,15.0,15.0,1.0,0.0,0.0,,5,False,10,16,1,2025-10-04,10,4,0
B,2025-10-04 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-04,20,1,0
E,2025-10-04 16:00:00,1,2,40.0,55.0,1.0,0.0,0.0,,5,False,10,16,1,2025-10-04,17,0,0
C,2025-10-04 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-04,4,0,0
A,2025-10-04 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-04,30,2,0
F,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,0,0,0
C,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,4,0,0
G,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,10,2,0
E,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,17,2,0
A,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,30,0,0
D,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,8,0,0
B,2025-10-04 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-04,20,0,0
E,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,17,0,0
F,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,0,0,0
G,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,10,0,0
A,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,30,0,0
D,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,8,0,0
C,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,4,0,0
B,2025-10-04 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-04,20,0,0
C,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,4,0,0
G,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,10,0,0
D,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,8,0,0
F,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,0,0,0
A,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,30,0,0
E,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,17,0,0
B,2025-10-04 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-04,20,0,0
E,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,17,0,0
D,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,8,0,0
B,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,20,0,0
F,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,0,0,0
C,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,4,0,0
A,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,30,0,0
G,2025-10-04 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-04,10,0,0
A,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,30,0,0
F,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,0,0,0
G,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,10,0,0
D,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,8,0,0
E,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,17,0,0
C,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,4,0,0
B,2025-10-04 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-04,20,0,0
E,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,17,0,0
A,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,30,0,0
B,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,20,0,0
D,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,8,0,0
G,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,10,0,0
F,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,0,0,0
C,2025-10-04 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-04,4,0,0
A,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,30,0,0
E,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,17,0,0
D,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,8,0,0
B,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,20,0,0
G,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,10,0,0
C,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,4,0,0
F,2025-10-04 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-04,0,0,0
C,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,17,0,0
D,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,36,0,0
F,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,16,0,0
B,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,37,0,0
E,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,41,0,0
A,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,30,0,0
G,2025-10-05 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-05,21,0,0
F,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,16,0,0
B,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,37,0,0
D,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,36,0,0
A,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,30,0,0
C,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,17,0,0
E,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,41,0,0
G,2025-10-05 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-05,21,0,0
G,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,21,0,0
F,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,16,0,0
C,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,17,0,0
A,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,30,0,0
E,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,41,0,0
B,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,37,0,0
D,2025-10-05 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-05,36,0,0
C,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,17,0,0
B,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,37,0,0
D,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,36,0,0
G,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,21,0,0
F,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,16,0,0
A,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,30,0,0
E,2025-10-05 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-05,41,0,0
G,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,21,0,0
C,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,17,0,0
D,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,36,0,0
B,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,37,0,0
A,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,30,0,0
E,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,41,0,0
F,2025-10-05 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,4,1,2025-10-05,16,0,0
G,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,21,0,0
A,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,30,0,0
E,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,41,0,0
F,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,16,0,0
B,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,37,0,0
D,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,36,0,0
C,2025-10-05 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,5,1,2025-10-05,17,0,0
B,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,37,0,0
G,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,21,0,0
D,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,36,0,0
A,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,30,0,1
C,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,17,0,0
E,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,41,0,0
F,2025-10-05 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,6,1,2025-10-05,16,0,0
D,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,36,0,0
E,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,41,0,0
B,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,37,0,1
A,2025-10-05 07:00:00,0,1,65.0,65.0,1.0,0.0,0.0,,6,False,10,7,1,2025-10-05,30,0,0
C,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,17,0,0
F,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,16,0,0
G,2025-10-05 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,7,1,2025-10-05,21,0,0
G,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,21,0,0
E,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,41,0,4
B,2025-10-05 08:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,6,False,10,8,1,2025-10-05,37,0,2
D,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,36,0,0
A,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,30,1,1
C,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,17,0,0
F,2025-10-05 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,8,1,2025-10-05,16,0,0
G,2025-10-05 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,9,1,2025-10-05,21,0,1
E,2025-10-05 09:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,6,False,10,9,1,2025-10-05,41,0,2
D,2025-10-05 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,9,1,2025-10-05,36,0,0
C,2025-10-05 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,9,1,2025-10-05,17,0,0
B,2025-10-05 09:00:00,1,2,65.0,70.0,1.0,0.0,0.0,,6,False,10,9,1,2025-10-05,37,1,4
A,2025-10-05 09:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,6,False,10,9,1,2025-10-05,30,0,3
F,2025-10-05 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,9,1,2025-10-05,16,0,3
E,2025-10-05 10:00:00,1,2,30.0,30.0,1.0,0.0,0.0,,6,False,10,10,1,2025-10-05,41,4,4
B,2025-10-05 10:00:00,1,4,62.5,70.0,1.0,0.0,0.0,,6,False,10,10,1,2025-10-05,37,2,3
D,2025-10-05 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,10,1,2025-10-05,36,0,2
A,2025-10-05 10:00:00,0,3,66.66666666666667,70.0,1.0,0.0,0.0,,6,False,10,10,1,2025-10-05,30,1,2
F,2025-10-05 10:00:00,1,3,20.0,20.0,1.0,0.0,0.0,,6,False,10,10,1,2025-10-05,16,0,5
C,2025-10-05 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,10,1,2025-10-05,17,0,4
G,2025-10-05 10:00:00,0,1,20.0,20.0,1.0,0.0,0.0,,6,False,10,10,1,2025-10-05,21,0,1
E,2025-10-05 11:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,41,2,2
B,2025-10-05 11:00:00,0,3,65.0,70.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,37,4,5
A,2025-10-05 11:00:00,0,2,65.0,65.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,30,3,1
G,2025-10-05 11:00:00,0,1,20.0,20.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,21,1,4
F,2025-10-05 11:00:00,1,5,21.0,25.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,16,3,1
D,2025-10-05 11:00:00,1,2,45.0,50.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,36,0,2
C,2025-10-05 11:00:00,1,4,30.0,35.0,1.0,0.0,0.0,,6,False,10,11,1,2025-10-05,17,0,1
C,2025-10-05 12:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,17,4,2
E,2025-10-05 12:00:00,1,2,45.0,60.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,41,4,4
B,2025-10-05 12:00:00,1,5,57.0,70.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,37,3,3
D,2025-10-05 12:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,36,2,7
F,2025-10-05 12:00:00,0,1,25.0,25.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,16,5,0
G,2025-10-05 12:00:00,1,4,23.75,35.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,21,1,0
A,2025-10-05 12:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,6,False,10,12,1,2025-10-05,30,2,2
A,2025-10-05 13:00:00,0,2,55.0,55.0,1.0,0.0,0.0,,6,False,10,13,1,2025-10-05,30,1,2
G,2025-10-05 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,13,1,2025-10-05,21,4,0
B,2025-10-05 13:00:00,1,3,60.0,70.0,1.0,0.0,0.0,,6,False,10,13,1,2025-10-05,37,5,3
D,2025-10-05 13:00:00,1,7,46.42857142857143,65.0,1.0,0.0,0.0,,6,False,10,13,1,2025-10-05,36,2,0
E,2025-10-05 13:00:00,1,4,35.0,60.0,1.0,0.0,0.0,,6,False,10,13,1,2025-10-05,41,2,4
C,2025-10-05 13:00:00,0,2,35.0,35.0,1.0,0.0,0.0,,6,False,10,13,1,2025-10-05,17,1,1
F,2025-10-05 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,13,1,2025-10-05,16,1,0
C,2025-10-05 14:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,6,False,10,14,1,2025-10-05,17,2,0
A,2025-10-05 14:00:00,0,2,65.0,65.0,1.0,0.0,0.0,,6,False,10,14,1,2025-10-05,30,2,2
F,2025-10-05 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,14,1,2025-10-05,16,0,0
D,2025-10-05 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,14,1,2025-10-05,36,7,3
E,2025-10-05 14:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,6,False,10,14,1,2025-10-05,41,4,4
B,2025-10-05 14:00:00,1,3,65.0,70.0,1.0,0.0,0.0,,6,False,10,14,1,2025-10-05,37,3,5
G,2025-10-05 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,14,1,2025-10-05,21,0,0
B,2025-10-05 15:00:00,1,5,53.0,70.0,1.0,0.0,0.0,,6,False,10,15,1,2025-10-05,37,3,3
D,2025-10-05 15:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,6,False,10,15,1,2025-10-05,36,0,6
C,2025-10-05 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,15,1,2025-10-05,17,1,2
E,2025-10-05 15:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,6,False,10,15,1,2025-10-05,41,4,5
F,2025-10-05 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,15,1,2025-10-05,16,0,1
A,2025-10-05 15:00:00,1,2,50.0,70.0,1.0,0.0,0.0,,6,False,10,15,1,2025-10-05,30,2,5
G,2025-10-05 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,15,1,2025-10-05,21,0,0
D,2025-10-05 16:00:00,1,6,45.833333333333336,65.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,36,3,3
C,2025-10-05 16:00:00,0,2,32.5,35.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,17,0,1
F,2025-10-05 16:00:00,0,1,25.0,25.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,16,0,2
A,2025-10-05 16:00:00,1,5,36.0,55.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,30,2,1
E,2025-10-05 16:00:00,1,5,28.0,30.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,41,4,2
B,2025-10-05 16:00:00,1,3,46.666666666666664,55.0,1.0,0.0,0.0,,6,False,10,16,1,2025-10-05,37,5,1
G,2025-10-05 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,16,1,2025-10-05,21,0,4
G,2025-10-05 17:00:00,1,4,27.5,45.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,21,0,3
D,2025-10-05 17:00:00,1,3,40.0,45.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,36,6,6
B,2025-10-05 17:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,37,3,2
C,2025-10-05 17:00:00,0,1,25.0,25.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,17,2,2
E,2025-10-05 17:00:00,1,2,42.5,55.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,41,5,4
A,2025-10-05 17:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,30,5,3
F,2025-10-05 17:00:00,1,2,22.5,25.0,1.0,0.0,0.0,,6,False,10,17,1,2025-10-05,16,1,4
C,2025-10-05 18:00:00,1,2,25.0,25.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,17,1,3
G,2025-10-05 18:00:00,1,3,21.666666666666668,25.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,21,4,2
D,2025-10-05 18:00:00,1,6,49.166666666666664,65.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,36,3,0
A,2025-10-05 18:00:00,0,3,55.0,65.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,30,1,3
B,2025-10-05 18:00:00,0,2,70.0,70.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,37,1,2
F,2025-10-05 18:00:00,1,4,35.0,50.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,16,2,0
E,2025-10-05 18:00:00,1,4,27.5,30.0,1.0,0.0,0.0,,6,False,10,18,1,2025-10-05,41,2,4
C,2025-10-05 19:00:00,1,3,25.0,35.0,1.0,0.0,0.0,,6,False,10,19,1,2025-10-05,17,2,1
B,2025-10-05 19:00:00,0,2,45.0,55.0,1.0,0.0,0.0,,6,False,10,19,1,2025-10-05,37,2,1
F,2025-10-05 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,19,1,2025-10-05,16,4,0
G,2025-10-05 19:00:00,1,2,27.5,35.0,1.0,0.0,0.0,,6,False,10,19,1,2025-10-05,21,3,1
D,2025-10-05 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,19,1,2025-10-05,36,6,3
E,2025-10-05 19:00:00,1,4,25.0,25.0,1.0,0.0,0.0,,6,False,10,19,1,2025-10-05,41,4,0
A,2025-10-05 19:00:00,1,3,41.666666666666664,55.0,1.0,0.0,0.0,,6,False,10,19,1,2025-10-05,30,3,3
E,2025-10-05 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,20,1,2025-10-05,41,4,2
B,2025-10-05 20:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,6,False,10,20,1,2025-10-05,37,2,2
G,2025-10-05 20:00:00,0,1,15.0,15.0,1.0,0.0,0.0,,6,False,10,20,1,2025-10-05,21,2,4
A,2025-10-05 20:00:00,0,3,38.333333333333336,55.0,1.0,0.0,0.0,,6,False,10,20,1,2025-10-05,30,3,1
C,2025-10-05 20:00:00,0,1,20.0,20.0,1.0,0.0,0.0,,6,False,10,20,1,2025-10-05,17,3,0
D,2025-10-05 20:00:00,1,3,56.666666666666664,65.0,1.0,0.0,0.0,,6,False,10,20,1,2025-10-05,36,0,4
F,2025-10-05 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,20,1,2025-10-05,16,0,0
G,2025-10-05 21:00:00,1,4,23.75,30.0,1.0,0.0,0.0,,6,False,10,21,1,2025-10-05,21,1,1
B,2025-10-05 21:00:00,1,2,65.0,70.0,1.0,0.0,0.0,,6,False,10,21,1,2025-10-05,37,1,0
